Dataset,Frame,Source view,Synthesized View,#passes,#viewperpasses,Execution time (sec),WS-PSNR,Sorted_selected_view
TechnicolorHijack,100,"1,2,3,4,5,8,9",0,1,1,53.452,12.936,"5,6,0,3,4,1,2"
TechnicolorHijack,100,"1,2,3,4,5,8,9",0,1,2,274.922,33.5485,"5,6,0,3,4,1,2"
TechnicolorHijack,100,"1,2,3,4,5,8,9",0,1,3,278.952,33.7373,"5,6,0,3,4,1,2"
TechnicolorHijack,100,"1,2,3,4,5,8,9",0,1,4,290.527,34.3841,"5,6,0,3,4,1,2"
TechnicolorHijack,100,"1,2,3,4,5,8,9",0,1,5,334.254,34.5592,"5,6,0,3,4,1,2"
TechnicolorHijack,100,"1,2,3,4,5,8,9",0,1,6,518.992,34.6731,"5,6,0,3,4,1,2"
TechnicolorHijack,100,"1,2,3,4,5,8,9",0,1,7,519.517,34.6886,"5,6,0,3,4,1,2"
TechnicolorHijack,100,"1,2,3,4,5,8,9",0,2,"1,2",313.424,32.5649,"5,6,0,3,4,1,2"
TechnicolorHijack,100,"1,2,3,4,5,8,9",0,2,"1,3",317.958,32.7106,"5,6,0,3,4,1,2"
TechnicolorHijack,100,"1,2,3,4,5,8,9",0,2,"1,4",328.4,33.149,"5,6,0,3,4,1,2"
TechnicolorHijack,100,"1,2,3,4,5,8,9",0,2,"1,5",373.208,33.28,"5,6,0,3,4,1,2"
TechnicolorHijack,100,"1,2,3,4,5,8,9",0,2,"1,6",559.056,33.364,"5,6,0,3,4,1,2"
TechnicolorHijack,100,"1,2,3,4,5,8,9",0,2,"1,7",559.572,33.3706,"5,6,0,3,4,1,2"
TechnicolorHijack,100,"1,2,3,4,5,8,9",0,2,"2,3",552.059,33.7254,"5,6,0,3,4,1,2"
TechnicolorHijack,100,"1,2,3,4,5,8,9",0,2,"2,4",556.784,34.204,"5,6,0,3,4,1,2"
TechnicolorHijack,100,"1,2,3,4,5,8,9",0,2,"2,5",597.791,34.3953,"5,6,0,3,4,1,2"
TechnicolorHijack,100,"1,2,3,4,5,8,9",0,2,"2,6",785.471,34.4916,"5,6,0,3,4,1,2"
TechnicolorHijack,100,"1,2,3,4,5,8,9",0,2,"2,7",786.192,34.4965,"5,6,0,3,4,1,2"
TechnicolorHijack,100,"1,2,3,4,5,8,9",0,2,"3,4",563.131,34.2166,"5,6,0,3,4,1,2"
TechnicolorHijack,100,"1,2,3,4,5,8,9",0,2,"3,5",600.868,34.4108,"5,6,0,3,4,1,2"
TechnicolorHijack,100,"1,2,3,4,5,8,9",0,2,"3,6",787.702,34.5074,"5,6,0,3,4,1,2"
TechnicolorHijack,100,"1,2,3,4,5,8,9",0,2,"3,7",789.141,34.5134,"5,6,0,3,4,1,2"
TechnicolorHijack,100,"1,2,3,4,5,8,9",0,2,"4,5",610.684,34.5525,"5,6,0,3,4,1,2"
TechnicolorHijack,100,"1,2,3,4,5,8,9",0,2,"4,6",799.592,34.6476,"5,6,0,3,4,1,2"
TechnicolorHijack,100,"1,2,3,4,5,8,9",0,2,"4,7",799.936,34.6505,"5,6,0,3,4,1,2"
TechnicolorHijack,100,"1,2,3,4,5,8,9",0,2,"5,6",845.099,34.6278,"5,6,0,3,4,1,2"
TechnicolorHijack,100,"1,2,3,4,5,8,9",0,2,"5,7",848.313,34.6302,"5,6,0,3,4,1,2"
TechnicolorHijack,100,"1,2,3,4,5,8,9",0,2,"6,7",1030.006,34.6867,"5,6,0,3,4,1,2"
TechnicolorHijack,100,"1,2,3,4,5,8,9",0,3,"1,2,3",583.081,32.7054,"5,6,0,3,4,1,2"
TechnicolorHijack,100,"1,2,3,4,5,8,9",0,3,"1,2,4",594.058,33.0781,"5,6,0,3,4,1,2"
TechnicolorHijack,100,"1,2,3,4,5,8,9",0,3,"1,2,5",638.08,33.2255,"5,6,0,3,4,1,2"
TechnicolorHijack,100,"1,2,3,4,5,8,9",0,3,"1,2,6",823.04,33.301,"5,6,0,3,4,1,2"
TechnicolorHijack,100,"1,2,3,4,5,8,9",0,3,"1,2,7",823.657,33.3038,"5,6,0,3,4,1,2"
TechnicolorHijack,100,"1,2,3,4,5,8,9",0,3,"1,3,4",597.239,33.0832,"5,6,0,3,4,1,2"
TechnicolorHijack,100,"1,2,3,4,5,8,9",0,3,"1,3,5",643.029,33.2324,"5,6,0,3,4,1,2"
TechnicolorHijack,100,"1,2,3,4,5,8,9",0,3,"1,3,6",828.437,33.3081,"5,6,0,3,4,1,2"
TechnicolorHijack,100,"1,2,3,4,5,8,9",0,3,"1,3,7",829.138,33.3117,"5,6,0,3,4,1,2"
TechnicolorHijack,100,"1,2,3,4,5,8,9",0,3,"1,4,5",651.196,33.2756,"5,6,0,3,4,1,2"
TechnicolorHijack,100,"1,2,3,4,5,8,9",0,3,"1,4,6",838.765,33.3483,"5,6,0,3,4,1,2"
TechnicolorHijack,100,"1,2,3,4,5,8,9",0,3,"1,4,7",840.6,33.3497,"5,6,0,3,4,1,2"
TechnicolorHijack,100,"1,2,3,4,5,8,9",0,3,"1,5,6",884.332,33.3331,"5,6,0,3,4,1,2"
TechnicolorHijack,100,"1,2,3,4,5,8,9",0,3,"1,5,7",883.106,33.3341,"5,6,0,3,4,1,2"
TechnicolorHijack,100,"1,2,3,4,5,8,9",0,3,"1,6,7",1069.968,33.3734,"5,6,0,3,4,1,2"
TechnicolorHijack,100,"1,2,3,4,5,8,9",0,3,"2,3,4",831.778,34.2045,"5,6,0,3,4,1,2"
TechnicolorHijack,100,"1,2,3,4,5,8,9",0,3,"2,3,5",872.398,34.398,"5,6,0,3,4,1,2"
TechnicolorHijack,100,"1,2,3,4,5,8,9",0,3,"2,3,6",1058.643,34.4953,"5,6,0,3,4,1,2"
TechnicolorHijack,100,"1,2,3,4,5,8,9",0,3,"2,3,7",1061.478,34.5012,"5,6,0,3,4,1,2"
TechnicolorHijack,100,"1,2,3,4,5,8,9",0,3,"2,4,5",877.959,34.3678,"5,6,0,3,4,1,2"
TechnicolorHijack,100,"1,2,3,4,5,8,9",0,3,"2,4,6",1068.27,34.4677,"5,6,0,3,4,1,2"
TechnicolorHijack,100,"1,2,3,4,5,8,9",0,3,"2,4,7",1067.539,34.4702,"5,6,0,3,4,1,2"
TechnicolorHijack,100,"1,2,3,4,5,8,9",0,3,"2,5,6",1106.562,34.471,"5,6,0,3,4,1,2"
TechnicolorHijack,100,"1,2,3,4,5,8,9",0,3,"2,5,7",1108.828,34.4729,"5,6,0,3,4,1,2"
TechnicolorHijack,100,"1,2,3,4,5,8,9",0,3,"2,6,7",1295.952,34.5044,"5,6,0,3,4,1,2"
TechnicolorHijack,100,"1,2,3,4,5,8,9",0,3,"3,4,5",881.992,34.3808,"5,6,0,3,4,1,2"
TechnicolorHijack,100,"1,2,3,4,5,8,9",0,3,"3,4,6",1069.049,34.4799,"5,6,0,3,4,1,2"
TechnicolorHijack,100,"1,2,3,4,5,8,9",0,3,"3,4,7",1073.72,34.4824,"5,6,0,3,4,1,2"
TechnicolorHijack,100,"1,2,3,4,5,8,9",0,3,"3,5,6",1112.628,34.4855,"5,6,0,3,4,1,2"
TechnicolorHijack,100,"1,2,3,4,5,8,9",0,3,"3,5,7",1113.805,34.4875,"5,6,0,3,4,1,2"
TechnicolorHijack,100,"1,2,3,4,5,8,9",0,3,"3,6,7",1299.854,34.5204,"5,6,0,3,4,1,2"
TechnicolorHijack,100,"1,2,3,4,5,8,9",0,3,"4,5,6",1123.09,34.6263,"5,6,0,3,4,1,2"
TechnicolorHijack,100,"1,2,3,4,5,8,9",0,3,"4,5,7",1123.258,34.6287,"5,6,0,3,4,1,2"
TechnicolorHijack,100,"1,2,3,4,5,8,9",0,3,"4,6,7",1311.636,34.6608,"5,6,0,3,4,1,2"
TechnicolorHijack,100,"1,2,3,4,5,8,9",0,3,"5,6,7",1355.685,34.641,"5,6,0,3,4,1,2"
TechnicolorHijack,100,"1,2,3,4,5,8,9",6,1,1,281.631,31.7594,"6,4,0,3,1,2,5"
TechnicolorHijack,100,"1,2,3,4,5,8,9",6,1,2,322.702,32.6416,"6,4,0,3,1,2,5"
TechnicolorHijack,100,"1,2,3,4,5,8,9",6,1,3,327.785,32.6448,"6,4,0,3,1,2,5"
TechnicolorHijack,100,"1,2,3,4,5,8,9",6,1,4,345.57,32.7959,"6,4,0,3,1,2,5"
TechnicolorHijack,100,"1,2,3,4,5,8,9",6,1,5,537.676,32.8277,"6,4,0,3,1,2,5"
TechnicolorHijack,100,"1,2,3,4,5,8,9",6,1,6,539.263,32.8382,"6,4,0,3,1,2,5"
TechnicolorHijack,100,"1,2,3,4,5,8,9",6,1,7,541.353,32.855,"6,4,0,3,1,2,5"
TechnicolorHijack,100,"1,2,3,4,5,8,9",6,2,"1,2",596.641,32.0963,"6,4,0,3,1,2,5"
TechnicolorHijack,100,"1,2,3,4,5,8,9",6,2,"1,3",603.448,32.1206,"6,4,0,3,1,2,5"
TechnicolorHijack,100,"1,2,3,4,5,8,9",6,2,"1,4",613.808,32.1979,"6,4,0,3,1,2,5"
TechnicolorHijack,100,"1,2,3,4,5,8,9",6,2,"1,5",810.128,32.2152,"6,4,0,3,1,2,5"
TechnicolorHijack,100,"1,2,3,4,5,8,9",6,2,"1,6",809.187,32.2219,"6,4,0,3,1,2,5"
TechnicolorHijack,100,"1,2,3,4,5,8,9",6,2,"1,7",812.016,32.2273,"6,4,0,3,1,2,5"
TechnicolorHijack,100,"1,2,3,4,5,8,9",6,2,"2,3",640.366,32.6672,"6,4,0,3,1,2,5"
TechnicolorHijack,100,"1,2,3,4,5,8,9",6,2,"2,4",652.901,32.7575,"6,4,0,3,1,2,5"
TechnicolorHijack,100,"1,2,3,4,5,8,9",6,2,"2,5",848.453,32.7875,"6,4,0,3,1,2,5"
TechnicolorHijack,100,"1,2,3,4,5,8,9",6,2,"2,6",849.826,32.7953,"6,4,0,3,1,2,5"
TechnicolorHijack,100,"1,2,3,4,5,8,9",6,2,"2,7",852.295,32.8019,"6,4,0,3,1,2,5"
TechnicolorHijack,100,"1,2,3,4,5,8,9",6,2,"3,4",656.139,32.7341,"6,4,0,3,1,2,5"
TechnicolorHijack,100,"1,2,3,4,5,8,9",6,2,"3,5",852.565,32.7621,"6,4,0,3,1,2,5"
TechnicolorHijack,100,"1,2,3,4,5,8,9",6,2,"3,6",854.631,32.7699,"6,4,0,3,1,2,5"
TechnicolorHijack,100,"1,2,3,4,5,8,9",6,2,"3,7",858.908,32.7763,"6,4,0,3,1,2,5"
TechnicolorHijack,100,"1,2,3,4,5,8,9",6,2,"4,5",868.725,32.825,"6,4,0,3,1,2,5"
TechnicolorHijack,100,"1,2,3,4,5,8,9",6,2,"4,6",869.706,32.8364,"6,4,0,3,1,2,5"
TechnicolorHijack,100,"1,2,3,4,5,8,9",6,2,"4,7",874.218,32.8369,"6,4,0,3,1,2,5"
TechnicolorHijack,100,"1,2,3,4,5,8,9",6,2,"5,6",1066.225,32.8388,"6,4,0,3,1,2,5"
TechnicolorHijack,100,"1,2,3,4,5,8,9",6,2,"5,7",1067.927,32.8395,"6,4,0,3,1,2,5"
TechnicolorHijack,100,"1,2,3,4,5,8,9",6,2,"6,7",1069.57,32.8396,"6,4,0,3,1,2,5"
TechnicolorHijack,100,"1,2,3,4,5,8,9",6,3,"1,2,3",914.009,32.1187,"6,4,0,3,1,2,5"
TechnicolorHijack,100,"1,2,3,4,5,8,9",6,3,"1,2,4",927.175,32.1996,"6,4,0,3,1,2,5"
TechnicolorHijack,100,"1,2,3,4,5,8,9",6,3,"1,2,5",1124.156,32.2263,"6,4,0,3,1,2,5"
TechnicolorHijack,100,"1,2,3,4,5,8,9",6,3,"1,2,6",1125.069,32.2327,"6,4,0,3,1,2,5"
TechnicolorHijack,100,"1,2,3,4,5,8,9",6,3,"1,2,7",1127.687,32.238,"6,4,0,3,1,2,5"
TechnicolorHijack,100,"1,2,3,4,5,8,9",6,3,"1,3,4",931.761,32.201,"6,4,0,3,1,2,5"
TechnicolorHijack,100,"1,2,3,4,5,8,9",6,3,"1,3,5",1126.144,32.2265,"6,4,0,3,1,2,5"
TechnicolorHijack,100,"1,2,3,4,5,8,9",6,3,"1,3,6",1126.291,32.2329,"6,4,0,3,1,2,5"
TechnicolorHijack,100,"1,2,3,4,5,8,9",6,3,"1,3,7",1130.22,32.238,"6,4,0,3,1,2,5"
TechnicolorHijack,100,"1,2,3,4,5,8,9",6,3,"1,4,5",1139.841,32.2249,"6,4,0,3,1,2,5"
TechnicolorHijack,100,"1,2,3,4,5,8,9",6,3,"1,4,6",1142.022,32.2311,"6,4,0,3,1,2,5"
TechnicolorHijack,100,"1,2,3,4,5,8,9",6,3,"1,4,7",1143.942,32.2313,"6,4,0,3,1,2,5"
TechnicolorHijack,100,"1,2,3,4,5,8,9",6,3,"1,5,6",1334.39,32.2215,"6,4,0,3,1,2,5"
TechnicolorHijack,100,"1,2,3,4,5,8,9",6,3,"1,5,7",1340.078,32.2214,"6,4,0,3,1,2,5"
TechnicolorHijack,100,"1,2,3,4,5,8,9",6,3,"1,6,7",1338.796,32.2222,"6,4,0,3,1,2,5"
TechnicolorHijack,100,"1,2,3,4,5,8,9",6,3,"2,3,4",971.03,32.7573,"6,4,0,3,1,2,5"
TechnicolorHijack,100,"1,2,3,4,5,8,9",6,3,"2,3,5",1165.894,32.7859,"6,4,0,3,1,2,5"
TechnicolorHijack,100,"1,2,3,4,5,8,9",6,3,"2,3,6",1168.424,32.7937,"6,4,0,3,1,2,5"
TechnicolorHijack,100,"1,2,3,4,5,8,9",6,3,"2,3,7",1174.137,32.8001,"6,4,0,3,1,2,5"
TechnicolorHijack,100,"1,2,3,4,5,8,9",6,3,"2,4,5",1182.574,32.7882,"6,4,0,3,1,2,5"
TechnicolorHijack,100,"1,2,3,4,5,8,9",6,3,"2,4,6",1179.3,32.7956,"6,4,0,3,1,2,5"
TechnicolorHijack,100,"1,2,3,4,5,8,9",6,3,"2,4,7",1182.343,32.7963,"6,4,0,3,1,2,5"
TechnicolorHijack,100,"1,2,3,4,5,8,9",6,3,"2,5,6",1378.648,32.7952,"6,4,0,3,1,2,5"
TechnicolorHijack,100,"1,2,3,4,5,8,9",6,3,"2,5,7",1378.524,32.7956,"6,4,0,3,1,2,5"
TechnicolorHijack,100,"1,2,3,4,5,8,9",6,3,"2,6,7",1381.191,32.7962,"6,4,0,3,1,2,5"
TechnicolorHijack,100,"1,2,3,4,5,8,9",6,3,"3,4,5",1185.278,32.7642,"6,4,0,3,1,2,5"
TechnicolorHijack,100,"1,2,3,4,5,8,9",6,3,"3,4,6",1184.973,32.7717,"6,4,0,3,1,2,5"
TechnicolorHijack,100,"1,2,3,4,5,8,9",6,3,"3,4,7",1185.284,32.7724,"6,4,0,3,1,2,5"
TechnicolorHijack,100,"1,2,3,4,5,8,9",6,3,"3,5,6",1381.936,32.7695,"6,4,0,3,1,2,5"
TechnicolorHijack,100,"1,2,3,4,5,8,9",6,3,"3,5,7",1383.103,32.7698,"6,4,0,3,1,2,5"
TechnicolorHijack,100,"1,2,3,4,5,8,9",6,3,"3,6,7",1384.461,32.7708,"6,4,0,3,1,2,5"
TechnicolorHijack,100,"1,2,3,4,5,8,9",6,3,"4,5,6",1396.809,32.8363,"6,4,0,3,1,2,5"
TechnicolorHijack,100,"1,2,3,4,5,8,9",6,3,"4,5,7",1402.215,32.8366,"6,4,0,3,1,2,5"
TechnicolorHijack,100,"1,2,3,4,5,8,9",6,3,"4,6,7",1400.593,32.8372,"6,4,0,3,1,2,5"
TechnicolorHijack,100,"1,2,3,4,5,8,9",6,3,"5,6,7",1593.614,32.84,"6,4,0,3,1,2,5"
TechnicolorHijack,100,"1,2,3,4,5,8,9",7,1,1,287.49,27.4852,"6,5,1,2,0,3,4"
TechnicolorHijack,100,"1,2,3,4,5,8,9",7,1,2,289.653,27.5773,"6,5,1,2,0,3,4"
TechnicolorHijack,100,"1,2,3,4,5,8,9",7,1,3,489.407,32.4374,"6,5,1,2,0,3,4"
TechnicolorHijack,100,"1,2,3,4,5,8,9",7,1,4,492.34,32.4754,"6,5,1,2,0,3,4"
TechnicolorHijack,100,"1,2,3,4,5,8,9",7,1,5,495.824,32.4502,"6,5,1,2,0,3,4"
TechnicolorHijack,100,"1,2,3,4,5,8,9",7,1,6,509.484,32.4901,"6,5,1,2,0,3,4"
TechnicolorHijack,100,"1,2,3,4,5,8,9",7,1,7,558.54,32.8063,"6,5,1,2,0,3,4"
TechnicolorHijack,100,"1,2,3,4,5,8,9",7,2,"1,2",569.835,27.537,"6,5,1,2,0,3,4"
TechnicolorHijack,100,"1,2,3,4,5,8,9",7,2,"1,3",765.543,32.0331,"6,5,1,2,0,3,4"
TechnicolorHijack,100,"1,2,3,4,5,8,9",7,2,"1,4",768.835,32.0335,"6,5,1,2,0,3,4"
TechnicolorHijack,100,"1,2,3,4,5,8,9",7,2,"1,5",771.644,32.0307,"6,5,1,2,0,3,4"
TechnicolorHijack,100,"1,2,3,4,5,8,9",7,2,"1,6",786.112,32.0777,"6,5,1,2,0,3,4"
TechnicolorHijack,100,"1,2,3,4,5,8,9",7,2,"1,7",837.902,32.3813,"6,5,1,2,0,3,4"
TechnicolorHijack,100,"1,2,3,4,5,8,9",7,2,"2,3",769.151,32.1486,"6,5,1,2,0,3,4"
TechnicolorHijack,100,"1,2,3,4,5,8,9",7,2,"2,4",769.7,32.1491,"6,5,1,2,0,3,4"
TechnicolorHijack,100,"1,2,3,4,5,8,9",7,2,"2,5",772.731,32.1452,"6,5,1,2,0,3,4"
TechnicolorHijack,100,"1,2,3,4,5,8,9",7,2,"2,6",787.853,32.1917,"6,5,1,2,0,3,4"
TechnicolorHijack,100,"1,2,3,4,5,8,9",7,2,"2,7",839.346,32.5044,"6,5,1,2,0,3,4"
TechnicolorHijack,100,"1,2,3,4,5,8,9",7,2,"3,4",971.622,32.4377,"6,5,1,2,0,3,4"
TechnicolorHijack,100,"1,2,3,4,5,8,9",7,2,"3,5",974.725,32.4424,"6,5,1,2,0,3,4"
TechnicolorHijack,100,"1,2,3,4,5,8,9",7,2,"3,6",990.77,32.4784,"6,5,1,2,0,3,4"
TechnicolorHijack,100,"1,2,3,4,5,8,9",7,2,"3,7",1039.009,32.5239,"6,5,1,2,0,3,4"
TechnicolorHijack,100,"1,2,3,4,5,8,9",7,2,"4,5",976.912,32.4802,"6,5,1,2,0,3,4"
TechnicolorHijack,100,"1,2,3,4,5,8,9",7,2,"4,6",990.04,32.5155,"6,5,1,2,0,3,4"
TechnicolorHijack,100,"1,2,3,4,5,8,9",7,2,"4,7",1042.278,32.5611,"6,5,1,2,0,3,4"
TechnicolorHijack,100,"1,2,3,4,5,8,9",7,2,"5,6",995.941,32.4802,"6,5,1,2,0,3,4"
TechnicolorHijack,100,"1,2,3,4,5,8,9",7,2,"5,7",1043.766,32.5253,"6,5,1,2,0,3,4"
TechnicolorHijack,100,"1,2,3,4,5,8,9",7,2,"6,7",1058.395,32.5345,"6,5,1,2,0,3,4"
TechnicolorHijack,100,"1,2,3,4,5,8,9",7,3,"1,2,3",1049.41,32.0368,"6,5,1,2,0,3,4"
TechnicolorHijack,100,"1,2,3,4,5,8,9",7,3,"1,2,4",1050.896,32.0372,"6,5,1,2,0,3,4"
TechnicolorHijack,100,"1,2,3,4,5,8,9",7,3,"1,2,5",1050.07,32.0341,"6,5,1,2,0,3,4"
TechnicolorHijack,100,"1,2,3,4,5,8,9",7,3,"1,2,6",1079.106,32.0798,"6,5,1,2,0,3,4"
TechnicolorHijack,100,"1,2,3,4,5,8,9",7,3,"1,2,7",1113.41,32.3837,"6,5,1,2,0,3,4"
TechnicolorHijack,100,"1,2,3,4,5,8,9",7,3,"1,3,4",1248.901,32.0332,"6,5,1,2,0,3,4"
TechnicolorHijack,100,"1,2,3,4,5,8,9",7,3,"1,3,5",1254.1,32.0396,"6,5,1,2,0,3,4"
TechnicolorHijack,100,"1,2,3,4,5,8,9",7,3,"1,3,6",1266.079,32.0731,"6,5,1,2,0,3,4"
TechnicolorHijack,100,"1,2,3,4,5,8,9",7,3,"1,3,7",1318.57,32.1129,"6,5,1,2,0,3,4"
TechnicolorHijack,100,"1,2,3,4,5,8,9",7,3,"1,4,5",1252.648,32.0399,"6,5,1,2,0,3,4"
TechnicolorHijack,100,"1,2,3,4,5,8,9",7,3,"1,4,6",1268.026,32.0723,"6,5,1,2,0,3,4"
TechnicolorHijack,100,"1,2,3,4,5,8,9",7,3,"1,4,7",1317.212,32.1121,"6,5,1,2,0,3,4"
TechnicolorHijack,100,"1,2,3,4,5,8,9",7,3,"1,5,6",1273.31,32.0584,"6,5,1,2,0,3,4"
TechnicolorHijack,100,"1,2,3,4,5,8,9",7,3,"1,5,7",1321.26,32.098,"6,5,1,2,0,3,4"
TechnicolorHijack,100,"1,2,3,4,5,8,9",7,3,"1,6,7",1335.971,32.1169,"6,5,1,2,0,3,4"
TechnicolorHijack,100,"1,2,3,4,5,8,9",7,3,"2,3,4",1250.53,32.1487,"6,5,1,2,0,3,4"
TechnicolorHijack,100,"1,2,3,4,5,8,9",7,3,"2,3,5",1252.658,32.1544,"6,5,1,2,0,3,4"
TechnicolorHijack,100,"1,2,3,4,5,8,9",7,3,"2,3,6",1269.043,32.1883,"6,5,1,2,0,3,4"
TechnicolorHijack,100,"1,2,3,4,5,8,9",7,3,"2,3,7",1319.115,32.2297,"6,5,1,2,0,3,4"
TechnicolorHijack,100,"1,2,3,4,5,8,9",7,3,"2,4,5",1256.851,32.1548,"6,5,1,2,0,3,4"
TechnicolorHijack,100,"1,2,3,4,5,8,9",7,3,"2,4,6",1269.214,32.1876,"6,5,1,2,0,3,4"
TechnicolorHijack,100,"1,2,3,4,5,8,9",7,3,"2,4,7",1319.045,32.2289,"6,5,1,2,0,3,4"
TechnicolorHijack,100,"1,2,3,4,5,8,9",7,3,"2,5,6",1272.897,32.1731,"6,5,1,2,0,3,4"
TechnicolorHijack,100,"1,2,3,4,5,8,9",7,3,"2,5,7",1322.218,32.2143,"6,5,1,2,0,3,4"
TechnicolorHijack,100,"1,2,3,4,5,8,9",7,3,"2,6,7",1337.775,32.2325,"6,5,1,2,0,3,4"
TechnicolorHijack,100,"1,2,3,4,5,8,9",7,3,"3,4,5",1458.596,32.4424,"6,5,1,2,0,3,4"
TechnicolorHijack,100,"1,2,3,4,5,8,9",7,3,"3,4,6",1471.276,32.4773,"6,5,1,2,0,3,4"
TechnicolorHijack,100,"1,2,3,4,5,8,9",7,3,"3,4,7",1520.058,32.5228,"6,5,1,2,0,3,4"
TechnicolorHijack,100,"1,2,3,4,5,8,9",7,3,"3,5,6",1474.747,32.4722,"6,5,1,2,0,3,4"
TechnicolorHijack,100,"1,2,3,4,5,8,9",7,3,"3,5,7",1524.405,32.5176,"6,5,1,2,0,3,4"
TechnicolorHijack,100,"1,2,3,4,5,8,9",7,3,"3,6,7",1537.384,32.5231,"6,5,1,2,0,3,4"
TechnicolorHijack,100,"1,2,3,4,5,8,9",7,3,"4,5,6",1477.291,32.5104,"6,5,1,2,0,3,4"
TechnicolorHijack,100,"1,2,3,4,5,8,9",7,3,"4,5,7",1524.654,32.5559,"6,5,1,2,0,3,4"
TechnicolorHijack,100,"1,2,3,4,5,8,9",7,3,"4,6,7",1539.229,32.5603,"6,5,1,2,0,3,4"
TechnicolorHijack,100,"1,2,3,4,5,8,9",7,3,"5,6,7",1545.137,32.5245,"6,5,1,2,0,3,4"
